page,title,year of issue,genres,developer,download link
https://v.otxataba.net/games/torrent_igry/3d/american_truck_simulator_v_1_3_1_1s_7_dlc_2016_pc_124_repack_ot_xatab/3-1-0-235,American Truck Simulator [v 1.38.1.14s + DLC] (2016) скачать торрент RePack от xatab ,2016,3D/Racing/Simulator,SCS Software,https://v.otxataba.net/index.php?do=download&id=2329
https://v.otxataba.net/games/torrent_igry/strategy/desperados-iii/7-1-0-1412,Desperados III [v 1.2.4] (2020) скачать торрент RePack от xatab ,2020,Strategy,Mimimi Games,https://v.otxataba.net/index.php?do=download&id=2322
https://v.otxataba.net/games/torrent_igry/strategy/transport-fever-2-2019-repack-ot-xatab/7-1-0-1215,Transport Fever 2 [build 29596 (39832)] (2019) скачать торрент RePack от xatab ,2019,Strategy/Simulation,Urban Games,https://v.otxataba.net/index.php?do=download&id=2314
https://v.otxataba.net/games/torrent_igry/3d/snowrunner/3-1-0-1346,SnowRunner - Premium Edition  [v. 6.1+DLC] (2020) скачать торрент RePack от xatab ,2020,3D/Simulator,Saber Interactive,https://v.otxataba.net/index.php?do=download&id=2317
https://v.otxataba.net/games/torrent_igry/3d/victory_at_sea_pacific_v_1_0_7_2018_pc_124_repack_by_xatab/3-1-0-689,Victory At Sea Pacific [v 1.7.2 (39897) ] (2018) скачать торрент RePack от xatab ,2018 г.,3D/Strategy/Simulation,Evil Twin Artworks,https://v.otxataba.net/index.php?do=download&id=2315
https://v.otxataba.net/games/torrent_igry/adventure/the_long_dark_v_1_05_32319_2017_pc_124_repack_by_xatab/10-1-0-427,The Long Dark [v 1.82] (2017) скачать торрент RePack от xatab ,1 августа. 2017,Adventure,Hinterland Studio Inc,https://v.otxataba.net/index.php?do=download&id=2313
https://v.otxataba.net/games/torrent_igry/3d/creaks/3-1-0-1470,Creaks [Build 5311171  Hotfix] (2020) скачать торрент RePack от xatab ,2020,3D/Adventure,Amanita Design,https://v.otxataba.net/index.php?do=download&id=2320
https://v.otxataba.net/games/torrent_igry/action/planet_nomads_2019_pc_124_licenzija/5-1-0-978,Planet Nomads v.1.0.6.6 [GOG] (2019) скачать торрент Лицензия ,2019,Action/1st Person/Adventure,Craneballs,https://v.otxataba.net/index.php?do=download&id=2310
https://v.otxataba.net/games/torrent_igry/rpg/sword-art-online-alicization-lycoris/2-1-0-1454,SWORD ART ONLINE Alicization Lycoris [v.1.03] (2020) скачать торрент RePack от xatab ,2020,RPG/3D/Action,"AQURIA Co., Ltd.",https://v.otxataba.net/index.php?do=download&id=2318
https://v.otxataba.net/games/torrent_igry/action/carrion/5-1-0-1471,CARRION (2020) скачать торрент Лицензия ,2020,Action/Adventure,Phobia Game Studio,https://v.otxataba.net/index.php?do=download&id=2321
https://v.otxataba.net/games/torrent_igry/3d/rock-of-ages-3-make-amp-break/3-1-0-1469,Rock of Ages 3: Make & Break (2020) скачать торрент RePack от xatab ,2020,3D/Strategy/Adventure/Racing,"ACE Team, Giant Monkey Robot",https://v.otxataba.net/index.php?do=download&id=2312
https://v.otxataba.net/games/torrent_igry/action/streets-of-rage-4/5-1-0-1349,Streets of Rage 4 (2020) скачать торрент RePack от xatab ,2020,Action/Fighting,"Dotemu, Guard Crush Games, Lizardcube",https://v.otxataba.net/index.php?do=download&id=2298
https://v.otxataba.net/games/torrent_igry/action/neon-abyss-gog-2020-pc-licenzija/5-1-0-1468,Neon Abyss [GOG] (2020) скачать торрент Лицензия ,14 июля 2020,Action/Arcade,Veewo Games,https://v.otxataba.net/index.php?do=download&id=2306
https://v.otxataba.net/games/torrent_igry/simulator/euro_truck_simulator_2_v_1_24_2_2s_37_dlc_2013_pc_124_repack_ot_xatab/18-1-0-238,Euro Truck Simulator 2 [v 1.38.1.0s + DLC] (2013) скачать торрент RePack от xatab ,2013,Simulator,SCS Software,https://v.otxataba.net/index.php?do=download&id=2311
https://v.otxataba.net/games/torrent_igry/simulator/car_mechanic_simulator_2018_v_1_3_5_2_dlc_rus_124_eng_124_multi12_repack_by_xatab/18-1-0-459,Car Mechanic Simulator 2018 (1.6.5) (2017) скачать торрент RePack от xatab ,28 июля 2017,Simulator,Red Dot Games,https://v.otxataba.net/index.php?do=download&id=2303
https://v.otxataba.net/games/torrent_igry/strategy/before-we-leave/7-1-0-1365,Before We Leave (2020) скачать торрент RePack от xatab ,2020,Strategy/Simulation,Balancing Monkey Games,https://v.otxataba.net/index.php?do=download&id=2301
https://v.otxataba.net/games/torrent_igry/rpg/outer_wilds_v_1_0_2_100_2019_pc_124_repack_ot_xatab/2-1-0-1082,Outer Wilds [v 1.0.7] (2019) скачать торрент RePack от xatab ,2019 г.,RPG/3D/Adventure,Mobius Digital,https://v.otxataba.net/index.php?do=download&id=2308
https://v.otxataba.net/games/torrent_igry/3d/battlefleet_gothic_armada_2_2019_pc_124_repack_ot_xatab/3-1-0-843,Battlefleet Gothic: Armada 2 [v.1.0.11 (39826)+DLC] (2019) скачать торрент RePack от xatab ,2019 г.,3D/Strategy,Tindalos Interactive,https://v.otxataba.net/index.php?do=download&id=2307
https://v.otxataba.net/games/torrent_igry/rpg/kenshi_1_0_9_2018_pc_124_repack_ot_xatab/2-1-0-816,Kenshi ( 1.0.50 (39662)) (2018) скачать торрент RePack от xatab ,2018 г.,RPG/3D/Action/Strategy,Lo-Fi Games,https://v.otxataba.net/index.php?do=download&id=2296
https://v.otxataba.net/games/torrent_igry/rpg/atom_rpg_post_apocalyptic_indie_game_2018_pc_124_repack_ot_xatab/2-1-0-812,ATOM RPG: Post-apocalyptic indie game (v 1.16) (2018) скачать торрент RePack от xatab ,2018 г.,RPG/3D,AtomTeam,https://v.otxataba.net/index.php?do=download&id=2300
https://v.otxataba.net/games/torrent_igry/3d/gears-tactics/3-1-0-1355,Gears Tactics [Update.3] (2020) скачать торрент RePack от xatab ,2020,3D/Strategy,"Splash Damage, The Coalition",https://v.otxataba.net/index.php?do=download&id=2295
https://v.otxataba.net/games/torrent_igry/action/space_hulk_deathwing_enhanced_edition_v_2_38_dlc_2018_pc_124_repack_by_xatab/5-1-0-593,Space Hulk: Deathwing - Enhanced Edition [v 2.44 + DLC] (2018) скачать торрент RePack от xatab ,22 мая 2018,Action/Shooter/1st Person,Streum On Studio,https://v.otxataba.net/index.php?do=download&id=2299
https://v.otxataba.net/games/torrent_igry/strategy/parkitect-v15e-gog-2018/7-1-0-1295,Parkitect v.1.5j [GOG] (2018) скачать торрент Лицензия ,29 ноября 2018,Strategy/Simulator,Texel Raptor,https://v.otxataba.net/index.php?do=download&id=2309
